Node ID,acct,"Centrality, In-Degree","Centrality, Out-Degree","Centrality, Total-Degree","Centrality, Total-Degree_normalized",Component ID,"Density, Clustering Coefficient",discipline,field,server
109250284576431526,amuse@infosec.exchange,9,3,12,7.9617836E-4,0,0.23333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109289127583063320,peterbjornx@hsnl.social,3,3,6,3.9808918E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,hsnl.social
109306126705829433,MrMeritology@infosec.exchange,8,11,19,0.0012606158,0,0.2651515,Information security,Physical Sciences and Mathematics,infosec.exchange
34202,decalage,32,25,57,0.0037818472,0,0.08888889,Information security,Physical Sciences and Mathematics,mastodon.social
109236534062341860,lpwaterhouse@ioc.exchange,3,24,27,0.0017914013,0,0.13833334,Information security,Physical Sciences and Mathematics,ioc.exchange
109299037383779013,chetwisniewski@securitycafe.ca,10,19,29,0.0019240977,0,0.33003953,Information security,Physical Sciences and Mathematics,securitycafe.ca
109244538043860871,tsudo@infosec.exchange,2,8,10,6.6348194E-4,0,0.7111111,Information security,Physical Sciences and Mathematics,infosec.exchange
106086637196961376,ljrk@todon.eu,4,4,8,5.307856E-4,0,0.26785713,Information security,Physical Sciences and Mathematics,todon.eu
109300294256363963,teksquisite@infosec.exchange,4,10,14,9.288747E-4,0,0.35454544,Information security,Physical Sciences and Mathematics,infosec.exchange
109297033353256626,omarbv@infosec.exchange,5,5,10,6.6348194E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
531890,ashar@infosec.exchange,2,20,22,0.0014596602,0,0.24458875,Information security,Physical Sciences and Mathematics,infosec.exchange
108223180049100695,enoclue@ioc.exchange,5,7,12,7.9617836E-4,0,0.26785713,Information security,Physical Sciences and Mathematics,ioc.exchange
109288020335743499,stevenseeley@infosec.exchange,5,1,6,3.9808918E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109315230215896748,gareth@infosec.exchange,6,16,22,0.0014596602,0,0.23391813,Information security,Physical Sciences and Mathematics,infosec.exchange
109298828387465019,JonSolworth@infosec.exchange,2,6,8,5.307856E-4,0,0.51785713,Information security,Physical Sciences and Mathematics,infosec.exchange
109264151371174449,patrickcmiller@infosec.exchange,8,23,31,0.002056794,0,0.25846153,Information security,Physical Sciences and Mathematics,infosec.exchange
109297662681398998,_dm@infosec.exchange,3,8,11,7.298301E-4,0,0.4,Information security,Physical Sciences and Mathematics,infosec.exchange
109251836414664155,DFIR_abrignoni@infosec.exchange,0,7,7,4.6443735E-4,2,0.52380955,Information security,Physical Sciences and Mathematics,infosec.exchange
1259277,credmp@fosstodon.org,4,7,11,7.298301E-4,0,0.3611111,Information security,Physical Sciences and Mathematics,fosstodon.org
109279417488521555,bogo@hapyyr.com,2,2,4,2.653928E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,hapyyr.com
109263930147442737,luisgoncalves@masto.pt,2,3,5,3.3174097E-4,0,0.35,Information security,Physical Sciences and Mathematics,masto.pt
108210420819804974,tweedge@cybersecurity.theater,4,9,13,8.6252653E-4,0,0.22727273,Information security,Physical Sciences and Mathematics,cybersecurity.theater
109298119283667033,littledetritus@geraffel.social,4,5,9,5.9713377E-4,0,0.19642857,Information security,Physical Sciences and Mathematics,geraffel.social
37708,sporkmonger,23,32,55,0.0036491507,0,0.12222222,Information security,Physical Sciences and Mathematics,mastodon.social
109258931818452010,williballenthin,34,23,57,0.0037818472,0,0.079809725,Information security,Physical Sciences and Mathematics,mastodon.social
60748,roddhjav@mamot.fr,4,25,29,0.0019240977,0,0.16923077,Information security,Physical Sciences and Mathematics,mamot.fr
109285815457955280,midfoilstech@infosec.exchange,2,7,9,5.9713377E-4,0,0.4027778,Information security,Physical Sciences and Mathematics,infosec.exchange
109294322927878674,nono2357@infosec.exchange,3,3,6,3.9808918E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109296617994583319,lawsecnet@infosec.exchange,3,11,14,9.288747E-4,0,0.51282054,Information security,Physical Sciences and Mathematics,infosec.exchange
109296370659184410,tomchop@infosec.exchange,4,6,10,6.6348194E-4,0,0.3392857,Information security,Physical Sciences and Mathematics,infosec.exchange
587977,karver@infosec.exchange,4,9,13,8.6252653E-4,0,0.47777778,Information security,Physical Sciences and Mathematics,infosec.exchange
40665,quaithe,13,7,20,0.0013269639,0,0.23809524,Information security,Physical Sciences and Mathematics,mastodon.social
109312533010977052,phretor@infosec.exchange,4,4,8,5.307856E-4,0,0.36666667,Information security,Physical Sciences and Mathematics,infosec.exchange
1021901,sanjaymenon,9,12,21,0.0013933121,0,0.15526316,Information security,Physical Sciences and Mathematics,mastodon.social
109349389271726043,geekymalcolm@ioc.exchange,3,8,11,7.298301E-4,0,0.32222223,Information security,Physical Sciences and Mathematics,ioc.exchange
109286902802857063,jersectx@infosec.exchange,3,12,15,9.95223E-4,0,0.5681818,Information security,Physical Sciences and Mathematics,infosec.exchange
109339384081595831,robertswiecki@infosec.exchange,4,2,6,3.9808918E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109319706514829523,Crudge@infosec.exchange,2,25,27,0.0017914013,0,0.16923077,Information security,Physical Sciences and Mathematics,infosec.exchange
109308886695058641,lennyzeltser@infosec.exchange,12,8,20,0.0013269639,0,0.2625,Information security,Physical Sciences and Mathematics,infosec.exchange
109317397163166912,chrisdfir@infosec.exchange,2,5,7,4.6443735E-4,0,0.45238096,Information security,Physical Sciences and Mathematics,infosec.exchange
109310456914683602,privacy@ioc.exchange,2,2,4,2.653928E-4,0,0.5,Information security,Physical Sciences and Mathematics,ioc.exchange
109329723589988408,nyanbox@infosec.exchange,4,3,7,4.6443735E-4,0,0.47619048,Information security,Physical Sciences and Mathematics,infosec.exchange
109294129490705384,PATooting13@fosstodon.org,2,4,6,3.9808918E-4,0,0.35,Information security,Physical Sciences and Mathematics,fosstodon.org
109292711459721972,dostalcody@infosec.exchange,5,5,10,6.6348194E-4,0,0.3809524,Information security,Physical Sciences and Mathematics,infosec.exchange
109300149257034682,RGB_Lights@infosec.exchange,19,9,28,0.0018577494,0,0.2792208,Information security,Physical Sciences and Mathematics,infosec.exchange
109298289353682442,shellsharks@infosec.exchange,0,11,11,7.298301E-4,0,0.11818182,Information security,Physical Sciences and Mathematics,infosec.exchange
109323325272315643,secwolf404@mas.to,0,2,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,mas.to
109316050986542236,coffeetocode@infosec.exchange,4,6,10,6.6348194E-4,0,0.4107143,Information security,Physical Sciences and Mathematics,infosec.exchange
109300249074926555,afloydmarshall@infosec.exchange,2,13,15,9.95223E-4,0,0.46153846,Information security,Physical Sciences and Mathematics,infosec.exchange
109318511985068134,mrpnkt@noc.social,2,11,13,8.6252653E-4,0,0.27272728,Information security,Physical Sciences and Mathematics,noc.social
109292627043632653,pr0me@infosec.exchange,2,2,4,2.653928E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109291160392123203,dmnk@infosec.exchange,4,2,6,3.9808918E-4,0,0.56666666,Information security,Physical Sciences and Mathematics,infosec.exchange
109305819978926710,thomasorlita@infosec.exchange,3,15,18,0.0011942675,0,0.22794117,Information security,Physical Sciences and Mathematics,infosec.exchange
109261553791502864,xeysz@catcatnya.com,2,3,5,3.3174097E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,catcatnya.com
109308054257991775,samuel@infosec.exchange,2,1,3,1.9904459E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109306070340426361,flowyroll@infosec.exchange,2,5,7,4.6443735E-4,0,0.55,Information security,Physical Sciences and Mathematics,infosec.exchange
109293921241692605,securescientist@infosec.exchange,0,3,3,1.9904459E-4,3,0.16666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109287758570533218,agent0x0@infosec.exchange,2,1,3,1.9904459E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
501479,s4n7h0,13,8,21,0.0013933121,0,0.21578947,Information security,Physical Sciences and Mathematics,mastodon.social
109251121708823273,tonyarris@infosec.exchange,3,2,5,3.3174097E-4,0,0.3,Information security,Physical Sciences and Mathematics,infosec.exchange
109297936650851646,razvan@infosec.exchange,2,8,10,6.6348194E-4,0,0.41111112,Information security,Physical Sciences and Mathematics,infosec.exchange
109302520059148588,luiss@fosstodon.org,1,5,6,3.9808918E-4,0,0.4,Information security,Physical Sciences and Mathematics,fosstodon.org
109300528083090778,vrch@infosec.exchange,3,10,13,8.6252653E-4,0,0.31060606,Information security,Physical Sciences and Mathematics,infosec.exchange
109294361006186340,dreadpir8robots@infosec.exchange,3,3,6,3.9808918E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109300184103926113,timcappalli@infosec.exchange,2,3,5,3.3174097E-4,0,0.6,Information security,Physical Sciences and Mathematics,infosec.exchange
109296907943078268,minimalblue@infosec.exchange,3,5,8,5.307856E-4,0,0.36666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109262029196343182,sirdarckcat@infosec.exchange,6,4,10,6.6348194E-4,0,0.42857143,Information security,Physical Sciences and Mathematics,infosec.exchange
109298646236062045,koto@infosec.exchange,4,4,8,5.307856E-4,0,0.5714286,Information security,Physical Sciences and Mathematics,infosec.exchange
109297616429992122,reitinger@ioc.exchange,6,9,15,9.95223E-4,0,0.43055555,Information security,Physical Sciences and Mathematics,ioc.exchange
109280121927233064,disconnect3d@infosec.exchange,2,2,4,2.653928E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
108218933502434085,ra1issa@ioc.exchange,2,6,8,5.307856E-4,0,0.35714287,Information security,Physical Sciences and Mathematics,ioc.exchange
109291457668664957,spideynati@infosec.exchange,0,1,1,6.63482E-5,4,0,Information security,Physical Sciences and Mathematics,infosec.exchange
109261529003065346,gynvael@infosec.exchange,7,8,15,9.95223E-4,0,0.3030303,Information security,Physical Sciences and Mathematics,infosec.exchange
109292627000966107,yeswehack@infosec.exchange,2,2,4,2.653928E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109294104558880589,ewj@hachyderm.io,2,3,5,3.3174097E-4,0,0.45,Information security,Physical Sciences and Mathematics,hachyderm.io
109291581358471939,Imlordofthering@infosec.exchange,2,4,6,3.9808918E-4,0,0.6,Information security,Physical Sciences and Mathematics,infosec.exchange
109296593224158734,terjanq@infosec.exchange,2,1,3,1.9904459E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109292314149471683,iglocska@infosec.exchange,4,5,9,5.9713377E-4,0,0.53333336,Information security,Physical Sciences and Mathematics,infosec.exchange
109290663538782769,securestep9@infosec.exchange,3,1,4,2.653928E-4,0,0.75,Information security,Physical Sciences and Mathematics,infosec.exchange
109296237212243085,_coeus@ioc.exchange,0,12,12,7.9617836E-4,0,0.29545453,Information security,Physical Sciences and Mathematics,ioc.exchange
109276297920168647,angryspacelizard@infosec.exchange,2,4,6,3.9808918E-4,0,0.6333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109295458503669130,przemyslawstys@infosec.exchange,1,3,4,2.653928E-4,0,0.41666666,Information security,Physical Sciences and Mathematics,infosec.exchange
109265643618443677,lcamtuf@infosec.exchange,23,3,26,0.0017250531,0,0.17786561,Information security,Physical Sciences and Mathematics,infosec.exchange
34662,weirdnik,10,6,16,0.0010615712,0,0.27142859,Information security,Physical Sciences and Mathematics,mastodon.social
109252952551996879,maldr0id@infosec.exchange,14,4,18,0.0011942675,0,0.2761905,Information security,Physical Sciences and Mathematics,infosec.exchange
479715,WPalant@infosec.exchange,5,0,5,3.3174097E-4,0,0.4,Information security,Physical Sciences and Mathematics,infosec.exchange
109295196256318138,b3nw,6,7,13,8.6252653E-4,0,0.28846154,Information security,Physical Sciences and Mathematics,mastodon.social
109296060124928947,jimmychappell@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109308952870843771,le0l@infosec.exchange,2,2,4,2.653928E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109287730094712640,jaegeral@infosec.exchange,4,4,8,5.307856E-4,0,0.36666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109365798199948284,virtualvinny@infosec.exchange,2,6,8,5.307856E-4,0,0.3,Information security,Physical Sciences and Mathematics,infosec.exchange
109290085495365111,Dcuthbert@noc.social,0,3,3,1.9904459E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,noc.social
109372149071492336,hgascon@infosec.exchange,2,4,6,3.9808918E-4,0,0.3,Information security,Physical Sciences and Mathematics,infosec.exchange
109291701699289630,brownglock@infosec.exchange,2,2,4,2.653928E-4,0,0.41666666,Information security,Physical Sciences and Mathematics,infosec.exchange
109293330899831510,AlesandroOrtiz@infosec.exchange,3,3,6,3.9808918E-4,0,0.35,Information security,Physical Sciences and Mathematics,infosec.exchange
109292800785528256,alethe@infosec.exchange,7,5,12,7.9617836E-4,0,0.4888889,Information security,Physical Sciences and Mathematics,infosec.exchange
109326664219198768,jaybeale@infosec.exchange,4,6,10,6.6348194E-4,0,0.3472222,Information security,Physical Sciences and Mathematics,infosec.exchange
109298331550690424,insiderphd@infosec.exchange,3,5,8,5.307856E-4,0,0.23214285,Information security,Physical Sciences and Mathematics,infosec.exchange
109322815322259570,anand_venkatanarayanan@infosec.exchange,5,1,6,3.9808918E-4,0,0.23333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109321897480294365,Lyon@infosec.exchange,2,1,3,1.9904459E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109298936952747594,secureideas@infosec.exchange,4,3,7,4.6443735E-4,0,0.23333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109283946589009212,dlitchfield@infosec.exchange,6,6,12,7.9617836E-4,0,0.42857143,Information security,Physical Sciences and Mathematics,infosec.exchange
109314443215170830,lkarlslund@infosec.exchange,6,10,16,0.0010615712,0,0.3090909,Information security,Physical Sciences and Mathematics,infosec.exchange
109287878212527101,dhw@infosec.exchange,3,6,9,5.9713377E-4,0,0.47619048,Information security,Physical Sciences and Mathematics,infosec.exchange
56314,jomo@mstdn.io,4,4,8,5.307856E-4,0,0.30952382,Information security,Physical Sciences and Mathematics,mstdn.io
109310424400191489,faridtsl@infosec.exchange,2,1,3,1.9904459E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109310257608473190,x30n@infosec.exchange,6,8,14,9.288747E-4,0,0.32222223,Information security,Physical Sciences and Mathematics,infosec.exchange
109305105624228140,swapgs@infosec.exchange,6,10,16,0.0010615712,0,0.25757575,Information security,Physical Sciences and Mathematics,infosec.exchange
109302826980330290,tomituominen@infosec.exchange,3,1,4,2.653928E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109297032650867846,droe@infosec.exchange,4,5,9,5.9713377E-4,0,0.3392857,Information security,Physical Sciences and Mathematics,infosec.exchange
109301367507915121,woany@infosec.exchange,3,2,5,3.3174097E-4,0,0.5833333,Information security,Physical Sciences and Mathematics,infosec.exchange
109291321946473296,d3sre@geraffel.social,3,1,4,2.653928E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,geraffel.social
70150,jrenken@mastodon.sandwich.net,4,11,15,9.95223E-4,0,0.37820512,Information security,Physical Sciences and Mathematics,mastodon.sandwich.net
109297692572553005,fsmontenegro@infosec.exchange,4,1,5,3.3174097E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
481778,jrt@chaos.social,0,6,6,3.9808918E-4,0,0.6333333,Information security,Physical Sciences and Mathematics,chaos.social
109297989696080743,vinoth@infosec.exchange,3,4,7,4.6443735E-4,0,0.42857143,Information security,Physical Sciences and Mathematics,infosec.exchange
109295138434868981,mswann@infosec.exchange,4,2,6,3.9808918E-4,0,0.55,Information security,Physical Sciences and Mathematics,infosec.exchange
109296912336014653,smaury@infosec.exchange,3,3,6,3.9808918E-4,0,0.4,Information security,Physical Sciences and Mathematics,infosec.exchange
109292556493325157,charlieromeo@infosec.exchange,2,3,5,3.3174097E-4,0,0.55,Information security,Physical Sciences and Mathematics,infosec.exchange
109292731862631343,edermi@infosec.exchange,2,1,3,1.9904459E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109285484154407770,ChrisJohnRiley@infosec.exchange,4,1,5,3.3174097E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109291581505384036,_marklech_@infosec.exchange,3,4,7,4.6443735E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109244394937319202,0xmachos@chaos.social,0,9,9,5.9713377E-4,0,0.25,Information security,Physical Sciences and Mathematics,chaos.social
109288136191432816,carstein@infosec.exchange,3,1,4,2.653928E-4,0,0.5833333,Information security,Physical Sciences and Mathematics,infosec.exchange
109285693060624735,geffner@infosec.exchange,4,2,6,3.9808918E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109246574412564170,graystevens@chaos.social,0,1,1,6.63482E-5,0,0,Information security,Physical Sciences and Mathematics,chaos.social
109287697592396814,nasko@infosec.exchange,2,2,4,2.653928E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
553630,glennpegden@infosec.exchange,2,4,6,3.9808918E-4,0,0.26666668,Information security,Physical Sciences and Mathematics,infosec.exchange
1010728,securetty@infosec.exchange,4,4,8,5.307856E-4,0,0.4,Information security,Physical Sciences and Mathematics,infosec.exchange
109249178478301545,itspeterc@infosec.exchange,4,4,8,5.307856E-4,0,0.3809524,Information security,Physical Sciences and Mathematics,infosec.exchange
109258784219893872,christophetd@infosec.exchange,4,1,5,3.3174097E-4,0,0.55,Information security,Physical Sciences and Mathematics,infosec.exchange
108255514337583795,barbie@chaos.social,5,1,6,3.9808918E-4,0,0.55,Information security,Physical Sciences and Mathematics,chaos.social
269732,lattera@bsd.network,2,3,5,3.3174097E-4,0,0.3,Information security,Physical Sciences and Mathematics,bsd.network
34400,bcrypt,2,4,6,3.9808918E-4,0,0.26666668,Information security,Physical Sciences and Mathematics,mastodon.social
109286764973584354,raptor@infosec.exchange,7,0,7,4.6443735E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109296450129061405,maitai@infosec.exchange,2,1,3,1.9904459E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109296618092757024,farah_hawaa@infosec.exchange,1,1,2,1.326964E-4,0,0,Information security,Physical Sciences and Mathematics,infosec.exchange
109300294259263821,zi0Black@infosec.exchange,3,1,4,2.653928E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109284900708085612,psiinon@infosec.exchange,3,2,5,3.3174097E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109287504255076954,sawaba@infosec.exchange,6,3,9,5.9713377E-4,0,0.6,Information security,Physical Sciences and Mathematics,infosec.exchange
109291383817533864,hackndo@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109268791687815560,tancrede@tech.lgbt,3,3,6,3.9808918E-4,0,0.43333334,Information security,Physical Sciences and Mathematics,tech.lgbt
109257743483545781,sphynx@infosec.exchange,4,0,4,2.653928E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109297294433632243,sharedsecurity@infosec.exchange,3,0,3,1.9904459E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109286401623677417,CommieGIR@infosec.exchange,3,3,6,3.9808918E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109300102998843546,mrdbcross@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109254375162403979,lordsaibat,18,9,27,0.0017914013,0,0.11988304,Information security,Physical Sciences and Mathematics,mastodon.social
109317479565805473,ohCoz@infosec.exchange,3,3,6,3.9808918E-4,0,0.45,Information security,Physical Sciences and Mathematics,infosec.exchange
109300294286509976,sobhanmahfuz@infosec.exchange,0,0,0,0,5,0,Information security,Physical Sciences and Mathematics,infosec.exchange
109300294342211002,bkimminich@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109244208215046753,ChocolateCoat@infosec.exchange,3,1,4,2.653928E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109299690614105461,drunkrhin0@infosec.exchange,3,3,6,3.9808918E-4,0,0.4,Information security,Physical Sciences and Mathematics,infosec.exchange
109292082960435813,ustayready@infosec.exchange,4,3,7,4.6443735E-4,0,0.1904762,Information security,Physical Sciences and Mathematics,infosec.exchange
109301321143434278,Folini@infosec.exchange,3,3,6,3.9808918E-4,0,0.45,Information security,Physical Sciences and Mathematics,infosec.exchange
109298294932205025,rondeibert@ioc.exchange,37,16,53,0.0035164542,0,0.16777408,Information security,Physical Sciences and Mathematics,ioc.exchange
424002,paulmillr,16,1,17,0.0011279193,0,0.14583333,Information security,Physical Sciences and Mathematics,mastodon.social
109291937827222921,thepalakjain@ioc.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,ioc.exchange
109297498965374487,nadimkobeissi@ioc.exchange,0,1,1,6.63482E-5,0,0,Information security,Physical Sciences and Mathematics,ioc.exchange
109298756816347071,aditya12anand@infosec.exchange,2,1,3,1.9904459E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109263580563782499,commjoenie@mastodon.online,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,mastodon.online
109302942326368680,rbidou@infosec.exchange,3,0,3,1.9904459E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109290390441796560,Sh0ckFR@infosec.exchange,2,2,4,2.653928E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109284746536126584,pwntester@infosec.exchange,3,0,3,1.9904459E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
