Unnamed: 0,id,username,acct,display_name,locked,bot,discoverable,group,created_at,note,url,avatar,avatar_static,header,header_static,followers_count,following_count,statuses_count,last_status_at,emojis,fields,idx,noindex,moved,suspended,limited,directory,roles,uri,discipline
12,1.09379E+17,chloeahmann,chloeahmann@mstdn.social,Chloe Ahmann,FALSE,FALSE,TRUE,FALSE,11/21/2022,<p>anthropologist at cornell studying industrial pasts and environmental futures</p>,https://mstdn.social/@chloeahmann,https://files.mastodon.social/cache/accounts/avatars/109/378/945/970/544/547/original/d9eea742620ab4bc.png,https://files.mastodon.social/cache/accounts/avatars/109/378/945/970/544/547/original/d9eea742620ab4bc.png,https://files.mastodon.social/cache/accounts/headers/109/378/945/970/544/547/original/2b10f8197b505c6b.jpeg,https://files.mastodon.social/cache/accounts/headers/109/378/945/970/544/547/original/2b10f8197b505c6b.jpeg,11,50,1,11/21/2022,[],"[{'name': 'website', 'value': '<a href=""https://www.chloeahmann.com"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class="""">chloeahmann.com</span><span class=""invisible""></span></a>', 'verified_at': None}]",12,,,,,11/23/2022 9:12,,,Anthropologists
13,1.08195E+17,cmenzies,cmenzies@scholar.social,hagwil hayetsk/Charles Menzies,FALSE,FALSE,TRUE,FALSE,11/22/2022,"<p>hagwil hayetsk (Charles Menzies) is a member of Gitxaała Nation. He is currently a Professor in the Department of Anthropology at the University of British Columbia in Vancouver, BC (listed for id purposes only). Nothing said or posted here is in anyway an official UBC statement of any kind.</p>",https://scholar.social/@cmenzies,https://files.mastodon.social/cache/accounts/avatars/108/194/828/161/896/328/original/0bb5137cff00e7e6.jpg,https://files.mastodon.social/cache/accounts/avatars/108/194/828/161/896/328/original/0bb5137cff00e7e6.jpg,https://files.mastodon.social/cache/accounts/headers/108/194/828/161/896/328/original/80679e9b00e8efcf.jpeg,https://files.mastodon.social/cache/accounts/headers/108/194/828/161/896/328/original/80679e9b00e8efcf.jpeg,276,145,100,11/22/2022,[],"[{'name': 'Web', 'value': '<a href=""https://menzies.arts.ubc.ca/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">menzies.arts.ubc.ca/</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'Blog', 'value': '<a href=""https://charlesmenzies.blogspot.com/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">charlesmenzies.blogspot.com/</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'Birdland', 'value': '<a href=""https://twitter.com/charlesmenzies"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">twitter.com/charlesmenzies</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'A Campus Resident', 'value': '<a href=""https://charlesmenzies.substack.com/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">charlesmenzies.substack.com/</span><span class=""invisible""></span></a>', 'verified_at': None}]",13,,,,,11/23/2022 9:12,,,Anthropologists
15,1.09291E+17,davidrypel,davidrypel@mastodon.online,David Rypel,FALSE,FALSE,TRUE,FALSE,11/21/2022,"<p>Anthropologist of security and PhD student at UCL SSEES. </p><p>(Queer) security and belonging, Georgia (Sakartvelo), and ქართულს ვსწავლობ (😱). </p><p>Bonnart Trust scholar. He/him.</p>",https://mastodon.online/@davidrypel,https://files.mastodon.social/cache/accounts/avatars/109/290/571/070/706/310/original/df729e38e82d9691.jpg,https://files.mastodon.social/cache/accounts/avatars/109/290/571/070/706/310/original/df729e38e82d9691.jpg,https://files.mastodon.social/cache/accounts/headers/109/290/571/070/706/310/original/0aaf49bee63a5cdb.jpg,https://files.mastodon.social/cache/accounts/headers/109/290/571/070/706/310/original/0aaf49bee63a5cdb.jpg,2,25,1,11/21/2022,[],"[{'name': 'UCL profile', 'value': '<a href=""https://www.ucl.ac.uk/ssees/david-rypel"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class="""">ucl.ac.uk/ssees/david-rypel</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'Twitter', 'value': '<a href=""https://twitter.com/rypeld"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">twitter.com/rypeld</span><span class=""invisible""></span></a>', 'verified_at': None}]",15,,"{'id': '109381059112103871', 'username': 'davidrypel', 'acct': 'davidrypel@sciences.social', 'display_name': 'David Rypel', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': '2022-11-18T00:00:00.000Z', 'note': '<p>Anthropologist of security and PhD student at UCL SSEES. Bonnart Trust scholar. He/him.</p><p>(Queer) security and belonging, Georgia (Sakartvelo), and ქართულს ვსწავლობ (😱).</p>', 'url': 'https://sciences.social/@davidrypel', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/109/381/059/112/103/871/original/c2e1c5fac1a7393e.jpg', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/109/381/059/112/103/871/original/c2e1c5fac1a7393e.jpg', 'header': 'https://files.mastodon.social/cache/accounts/headers/109/381/059/112/103/871/original/60cef48a0453b561.jpg', 'header_static': 'https://files.mastodon.social/cache/accounts/headers/109/381/059/112/103/871/original/60cef48a0453b561.jpg', 'followers_count': 57, 'following_count': 51, 'statuses_count': 6, 'last_status_at': '2022-11-22', 'emojis': [], 'fields': [{'name': 'UCL profile', 'value': '<a href=""https://ucl.ac.uk/ssees/david-rypel"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">ucl.ac.uk/ssees/david-rypel</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'Twitter', 'value': '<a href=""https://twitter.com/rypeld"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">twitter.com/rypeld</span><span class=""invisible""></span></a>', 'verified_at': None}]}",,,11/23/2022 9:12,,,Anthropologists
16,1.09387E+17,dreimear,dreimear@mastodon.ie,DrEimear,FALSE,FALSE,FALSE,FALSE,11/22/2022,"<p>🇮🇪 From Ireland 🇮🇪 <br>Postdoc in Social Anthropology <br>@Aarhus University Denmark🇩🇰<br>Working with EURCAW-Pigs (European Reference Center for Animals Welfare-Pigs) and at the Dept of Anthropology - Aarhus University<br>PhD @UniofExeter🇬🇧 <br><a href=""https://mastodon.ie/tags/Transparency"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Transparency</span></a> <a href=""https://mastodon.ie/tags/KillingAnimals"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>KillingAnimals</span></a> <a href=""https://mastodon.ie/tags/Denmark"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Denmark</span></a><br>~I try all things,I achieve what I can~Moby Dick <br>(Eimear rhymes with dreamer)✨</p>",https://mastodon.ie/@dreimear,https://files.mastodon.social/cache/accounts/avatars/109/387/309/657/068/160/original/ac631e3db6ccb19c.png,https://files.mastodon.social/cache/accounts/avatars/109/387/309/657/068/160/original/ac631e3db6ccb19c.png,https://static-cdn.mastodon.social/headers/original/missing.png,https://static-cdn.mastodon.social/headers/original/missing.png,32,46,3,11/22/2022,[],[],16,,,,,11/23/2022 9:12,,,Anthropologists
17,1.09258E+17,Drlaurian,Drlaurian,drlaurian,FALSE,FALSE,TRUE,FALSE,11/21/2022,"<p>Diasporic <a href=""https://mastodon.social/tags/Blackfeminist"" class=""mention hashtag"" rel=""tag"">#<span>Blackfeminist</span></a> <a href=""https://mastodon.social/tags/anthropologist"" class=""mention hashtag"" rel=""tag"">#<span>anthropologist</span></a> | chatty introvert | relationship anarchist | typo writer | <a href=""https://mastodon.social/tags/PanAfrican"" class=""mention hashtag"" rel=""tag"">#<span>PanAfrican</span></a></p>",https://mastodon.social/@drlaurian,https://files.mastodon.social/accounts/avatars/109/258/207/542/393/959/original/a24f4c2d652b4271.jpg,https://files.mastodon.social/accounts/avatars/109/258/207/542/393/959/original/a24f4c2d652b4271.jpg,https://static-cdn.mastodon.social/headers/original/missing.png,https://static-cdn.mastodon.social/headers/original/missing.png,24,11,1,11/21/2022,[],[],17,FALSE,,,,11/23/2022 9:12,,,Anthropologists
18,1.09286E+17,eisenberg_andy,eisenberg_andy@mstdn.social,Andrew J. Eisenberg,FALSE,FALSE,TRUE,FALSE,11/22/2022,<p>Assistant Professor of Music at NYU Abu Dhabi |<br>Research on music &amp; sound in Kenya | he/him</p>,https://mstdn.social/@eisenberg_andy,https://files.mastodon.social/cache/accounts/avatars/109/286/296/601/949/557/original/78a8bad1973afe22.jpg,https://files.mastodon.social/cache/accounts/avatars/109/286/296/601/949/557/original/78a8bad1973afe22.jpg,https://files.mastodon.social/cache/accounts/headers/109/286/296/601/949/557/original/510bfc0c335b97df.jpg,https://files.mastodon.social/cache/accounts/headers/109/286/296/601/949/557/original/510bfc0c335b97df.jpg,104,148,23,11/22/2022,[],"[{'name': 'Orcid', 'value': '<a href=""https://orcid.org/my-orcid?orcid=0000-0001-6976-7398"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">orcid.org/my-orcid?orcid=0000-</span><span class=""invisible"">0001-6976-7398</span></a>', 'verified_at': None}, {'name': 'Twitter', 'value': '<a href=""https://twitter.com/eisenberg_andy"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">twitter.com/eisenberg_andy</span><span class=""invisible""></span></a>', 'verified_at': None}]",18,,,,,11/23/2022 9:12,,,Anthropologists
20,1.09267E+17,emmakowal,emmakowal@aus.social,Emma Kowal,FALSE,FALSE,TRUE,FALSE,11/21/2022,<p>Anthropology Prof Deakin University STS/Indigeneity/genomics/colonialism Deputy Director @Deakin_ADI President @4sWeb also @SSNDeakin @SING_Australia @AusSTSgrad surname pron. Koval</p>,https://aus.social/@emmakowal,https://files.mastodon.social/cache/accounts/avatars/109/267/071/649/334/218/original/5cd8a7531a551bf0.png,https://files.mastodon.social/cache/accounts/avatars/109/267/071/649/334/218/original/5cd8a7531a551bf0.png,https://files.mastodon.social/cache/accounts/headers/109/267/071/649/334/218/original/cbbfc0591e7dc8d2.jpg,https://files.mastodon.social/cache/accounts/headers/109/267/071/649/334/218/original/cbbfc0591e7dc8d2.jpg,160,138,5,11/21/2022,[],[],20,,,,,11/23/2022 9:12,,,"Anthropologists, Science and technology studies"
23,1.09244E+17,fabiomattioli,fabiomattioli,Fabio Mattioli,FALSE,FALSE,TRUE,FALSE,11/22/2022,"<p>Anthropologist of Economy and Technology  @ the University of Melbourne.</p><p>Award-winning Author of Dark Finance @StanfordUP. </p><p>Financialization | Future of Artificial Intelligence | Aviation | Trolling &amp; fake news | Authoritarianism | </p><p>I live and work between Macedonia, Australia, and Italy. Love good photos, Capoeira, trombone, Shiraz.</p>",https://mastodon.social/@fabiomattioli,https://files.mastodon.social/accounts/avatars/109/244/100/699/597/330/original/3ff743e6ceb0c650.jpg,https://files.mastodon.social/accounts/avatars/109/244/100/699/597/330/original/3ff743e6ceb0c650.jpg,https://static-cdn.mastodon.social/headers/original/missing.png,https://static-cdn.mastodon.social/headers/original/missing.png,53,49,15,11/22/2022,[],"[{'name': 'Dark Finance', 'value': '<a href=""https://www.sup.org/books/title/?id=30690"" target=""_blank"" rel=""nofollow noopener noreferrer me""><span class=""invisible"">https://www.</span><span class="""">sup.org/books/title/?id=30690</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'University Profile', 'value': '<a href=""https://findanexpert.unimelb.edu.au/profile/802134-fabio-mattioli"" target=""_blank"" rel=""nofollow noopener noreferrer me""><span class=""invisible"">https://</span><span class=""ellipsis"">findanexpert.unimelb.edu.au/pr</span><span class=""invisible"">ofile/802134-fabio-mattioli</span></a>', 'verified_at': None}, {'name': 'Digital Flight Assistants Project', 'value': '<a href=""https://www.unimelb.edu.au/caide/research/from-pockets-to-cockpits"" target=""_blank"" rel=""nofollow noopener noreferrer me""><span class=""invisible"">https://www.</span><span class=""ellipsis"">unimelb.edu.au/caide/research/</span><span class=""invisible"">from-pockets-to-cockpits</span></a>', 'verified_at': None}]",23,FALSE,,,,11/23/2022 9:12,,,Anthropologists
24,198384,flgnk,flgnk@social.coop,Dr Kevin Flanagan,FALSE,FALSE,TRUE,FALSE,11/23/2022,"<p>I'm an Irish artist and anthropologist researching social movements, participatory and economic democracy, technology and digital culture. <a href=""https://social.coop/tags/anthropology"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>anthropology</span></a> <a href=""https://social.coop/tags/ethnography"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>ethnography</span></a> <a href=""https://social.coop/tags/commons"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>commons</span></a> <a href=""https://social.coop/tags/solidarityeconomy"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>solidarityeconomy</span></a> <a href=""https://social.coop/tags/coops"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>coops</span></a></p>",https://social.coop/@flgnk,https://files.mastodon.social/cache/accounts/avatars/000/198/384/original/aa92a57cdac72f30.jpg,https://files.mastodon.social/cache/accounts/avatars/000/198/384/original/aa92a57cdac72f30.jpg,https://files.mastodon.social/cache/accounts/headers/000/198/384/original/277e88361df6fc42.jpeg,https://files.mastodon.social/cache/accounts/headers/000/198/384/original/277e88361df6fc42.jpeg,331,484,470,11/23/2022,[],"[{'name': 'Personal Website', 'value': '<a href=""https://kevflanagan.wordpress.com/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">kevflanagan.wordpress.com/</span><span class=""invisible""></span></a>', 'verified_at': '2022-11-22T11:51:26.257+00:00'}, {'name': 'ORCID', 'value': '<a href=""https://orcid.org/0000-0002-7717-1081"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">orcid.org/0000-0002-7717-1081</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'Twitter', 'value': '<a href=""https://twitter.com/flgnk"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">twitter.com/flgnk</span><span class=""invisible""></span></a>', 'verified_at': None}]",24,,,,,11/23/2022 9:12,,,Anthropologists
25,1.09315E+17,foodstudies,foodstudies@social.nkb.fr,Nicolas Kayser-Bril,FALSE,FALSE,TRUE,FALSE,11/22/2022,"<p>PhD student at the University of Regensburg (cultural studies - VKW).</p><p>Posts about food culture and industry in France and Germany from 19th century to present.</p><p>Header pict. from Jules Gouffé's Livre de Cuisine, 1870.</p>",https://social.nkb.fr/@foodstudies,https://files.mastodon.social/cache/accounts/avatars/109/315/453/597/241/000/original/a6e820640344625a.jpg,https://files.mastodon.social/cache/accounts/avatars/109/315/453/597/241/000/original/a6e820640344625a.jpg,https://files.mastodon.social/cache/accounts/headers/109/315/453/597/241/000/original/af93a0e65f1b04dd.png,https://files.mastodon.social/cache/accounts/headers/109/315/453/597/241/000/original/af93a0e65f1b04dd.png,327,54,10,11/22/2022,[],[],25,,,,,11/23/2022 9:12,,,Anthropologists
26,1.09304E+17,gkountourides,gkountourides@fediscience.org,gkountourides,FALSE,FALSE,TRUE,FALSE,11/22/2022,"<p>PhD Candidate researching menstrual cycles. Interning @CAREGlobal, focusing on making drug harm reduction programmes more 'female friendly'  ✨<a href=""https://fediscience.org/tags/BBCExpertWoman"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>BBCExpertWoman</span></a>✨ Past @nhm_london 🦕Bsc Zoology 🦁MSc Human Evo 👣Has pet rabbits 🐰✡️🇨🇾 <a href=""https://fediscience.org/tags/ADHD"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>ADHD</span></a> she/her</p>",https://fediscience.org/@gkountourides,https://files.mastodon.social/cache/accounts/avatars/109/304/095/136/510/198/original/75cf7c43be266015.png,https://files.mastodon.social/cache/accounts/avatars/109/304/095/136/510/198/original/75cf7c43be266015.png,https://files.mastodon.social/cache/accounts/headers/109/304/095/136/510/198/original/783b548c77a6b5a0.jpeg,https://files.mastodon.social/cache/accounts/headers/109/304/095/136/510/198/original/783b548c77a6b5a0.jpeg,207,83,68,11/22/2022,[],"[{'name': 'My website', 'value': '<a href=""https://gkountourides.wixsite.com/helloworld"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">gkountourides.wixsite.com/hell</span><span class=""invisible"">oworld</span></a>', 'verified_at': None}, {'name': 'Youtube', 'value': '<a href=""https://www.youtube.com/channel/UClesJbzDt5mbRzpljpe10oA"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">youtube.com/channel/UClesJbzDt</span><span class=""invisible"">5mbRzpljpe10oA</span></a>', 'verified_at': None}, {'name': 'Rabbit IG', 'value': '<a href=""https://www.instagram.com/achillesandzahavi/?hl=en"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">instagram.com/achillesandzahav</span><span class=""invisible"">i/?hl=en</span></a>', 'verified_at': None}]",26,,,,,11/23/2022 9:12,,,"Anthropologists, Qualitative Researchers"
